URL,Failed Requests,50%,66%,75%,80%,90%,95%,98%,99%,100%,bottleneck_request_time,avg_memory_usage_mb,avg_network_usage_kbps
http://localhost:9393/jobs/executions/14232?schemaTarget=receive,0,3,4,5,5,6,7,8,9,20,3.786,51.107142857142854,10925.974470341238
http://localhost:9393/apps/phone/thousand/particularly?exhaustive=True,0,4,4,5,5,7,8,9,10,25,4.139,51.186666666666675,9332.525578085484
http://localhost:9393/apps/them/remain/leader,0,4,4,5,6,7,8,9,10,20,4.232,51.2,9381.608476905822
http://localhost:9393/apps/player/major/big?bootVersion=own&uri=discuss&metadata-uri=fast&force=True,0,4,4,5,5,6,7,9,10,22,3.924,51.19285714285714,10264.577269544023
http://localhost:9393/apps/small/word/history,0,4,5,5,6,7,8,10,11,18,4.452,51.19375,8455.980803952407
http://localhost:9393/tools/parseTaskTextToGraph,0,5,6,6,7,8,10,11,13,21,5.269,51.08421052631579,6979.652321933027
http://localhost:9393/tools/convertTaskGraphToText,0,4,5,6,6,7,9,10,12,23,4.588,51.2235294117647,8225.499395195084
http://localhost:9393/tasks/executions?pageable=treat&assembler=enjoy&name=office,0,4,4,5,5,6,7,9,9,24,3.981,51.357142857142854,8974.325107726272
http://localhost:9393/tasks/executions?name=thus&properties=church&arguments=western,0,8,9,9,10,11,13,16,17,55,8.193,51.42413793103448,4569.122272442863
"http://localhost:9393/tasks/executions?action=['under', 'my']&completed=False&name=in&days=58568",0,,,,,,,,,,,51.4,0.0
http://localhost:9393/tasks/executions/20465?schemaTarget=five,0,4,5,6,6,8,9,11,12,17,4.952,51.388888888888886,7104.715536917979
"http://localhost:9393/tasks/executions/['apply', 'your', 'former']?platform=behavior&schemaTarget=yourself",0,,,,,,,,,,,51.6,0.0
"http://localhost:9393/tasks/executions/['add', 'bag', 'dinner', 'particularly']?action=['two', 'business']&schemaTarget=their",0,,,,,,,,,,,51.7,0.0
http://localhost:9393/tasks/executions/launch?name=real&properties=she&arguments=lay,0,6,6,7,7,9,10,12,14,37,6.135,51.49545454545455,6138.1973547692605
http://localhost:9393/tasks/definitions?pageable=particular&search=production&taskName=against&description=sure&manifest=True&dslText=employee&assembler=professional,0,4,4,5,5,6,7,8,9,17,4.065,51.54666666666667,8910.127542895541
http://localhost:9393/tasks/definitions?name=thousand&definition=ready&description=former,0,3,4,4,4,6,7,8,9,15,3.51,51.56153846153846,11304.214407114865
http://localhost:9393/tasks/definitions,0,4,4,5,5,6,7,8,10,18,4.168,51.580000000000005,8317.691634144145
http://localhost:9393/streams/deployments/adult?reuse-deployment-properties=False,0,4,4,5,5,6,7,9,10,14,4.076,51.53333333333333,9006.953492055394
http://localhost:9393/streams/deployments/seat,0,4,4,5,5,6,7,8,9,24,3.984,51.56428571428571,9391.407691094151
http://localhost:9393/streams/deployments/former,0,4,4,5,5,6,7,9,10,15,4.151,51.6,8551.196511772507
http://localhost:9393/streams/deployments/update/best,0,4,4,5,5,6,7,9,10,19,4.113,51.580000000000005,9166.803875397316
http://localhost:9393/streams/deployments/scale/couple/eye/instances/67648,3486,27,28,30,30,32,35,40,44,183,27.267,51.401041666666664,1391.20489005715
http://localhost:9393/streams/deployments/rollback/worry/41553,3478,32,35,36,37,40,42,48,54,249,33.062,51.470689655172414,1133.0436148003214
http://localhost:9393/streams/definitions?pageable=office&search=compare&assembler=compare,0,4,4,5,5,6,8,9,10,20,4.199,51.71333333333334,8581.608877621653
http://localhost:9393/streams/definitions?name=tend&definition=positive&description=hold&deploy=False,0,4,4,5,5,6,7,9,10,16,3.971,51.792857142857144,9982.140471352956
http://localhost:9393/streams/definitions,0,4,4,5,5,6,7,8,9,16,4.009,51.86,8680.984067877514
http://localhost:9393/runtime/apps/food/instances/meet/post,0,4,4,5,5,7,8,9,9,21,4.137,51.846666666666664,12526.92762627196
http://localhost:9393/runtime/apps/end/instances/media/actuator?endpoint=society,0,6,7,8,9,11,13,16,18,30,6.434,51.8,5615.245353800275
http://localhost:9393/runtime/apps/yes/instances/sure/actuator,0,6,7,8,8,10,12,15,18,42,6.245,51.804545454545455,6007.931157715317
http://localhost:9393/apps?pageable=white&pagedResourcesAssembler=artist&type=act&search=already&version=land&defaultVersion=False,0,60,64,66,68,73,78,85,90,125,61.21,51.69672897196262,4251.741647400687
http://localhost:9393/apps?pageable=south&pagedResourcesAssembler=small&uri=end&apps=less&force=False,0,4,5,5,6,7,8,9,10,20,4.278,51.95,8626.593834683948
http://localhost:9393/apps,0,61,65,68,69,75,80,87,92,122,62.155,51.80092165898617,4140.138924854132
http://localhost:9393/apps/man/let?exhaustive=True,0,4,4,5,5,7,8,9,10,14,4.089,51.973333333333336,9249.551429802314
http://localhost:9393/apps/your/eight?bootVersion=carry&uri=ask&metadata-uri=audience&force=False,0,3,4,5,5,6,8,9,10,15,3.897,52.1,10288.608096890957
http://localhost:9393/apps/past/collection,0,3,4,5,5,6,7,9,9,15,3.868,52.1,9699.001862236511
http://localhost:9393/tasks/validation/despite,0,4,4,5,5,6,7,9,9,14,4.046,52.08666666666667,8720.699691257727
http://localhost:9393/tasks/thinexecutions?pageable=door&pagedAssembler=inside&name=ask,0,4,4,5,5,6,7,9,10,14,4.044,52.14666666666667,8857.9539313773
http://localhost:9393/tasks/platforms?pageable=less&schedulesEnabled=back&assembler=seek,0,4,5,5,6,7,9,10,12,27,4.634,52.2,96522.56549391532
http://localhost:9393/tasks/logs/newspaper?platformName=wear&schemaTarget=check,0,5,6,6,7,9,10,12,13,22,5.323,52.03684210526316,6105.063643396127
http://localhost:9393/tasks/info/executions?completed=eight&name=our&days=65904,0,4,4,5,5,6,7,8,9,21,4.064,52.21333333333334,8242.811056706532
http://localhost:9393/tasks/executions/external/alone?platform=leave,0,4,4,5,5,6,8,9,10,18,4.202,52.38666666666666,8748.07014724058
http://localhost:9393/tasks/executions/current,0,3,3,4,4,5,7,8,9,17,3.329,52.4,9733.014061130296
http://localhost:9393/tasks/definitions/cell?manifest=True,0,4,4,5,5,7,8,9,10,18,4.156,52.38666666666666,8572.08267419017
http://localhost:9393/tasks/definitions/be?cleanup=False,0,4,4,5,5,6,7,8,9,14,3.966,52.4,8939.687451819033
http://localhost:9393/tasks/ctr/options,0,174,186,193,199,213,226,244,259,15512,223.135,63.910668380462724,2818.110803299764
http://localhost:9393/streams/validation/first,0,3,4,5,5,6,7,8,9,20,3.942,68.10714285714285,8907.757065550766
http://localhost:9393/streams/deployments/platform/list,0,15,17,18,19,21,25,28,32,125,16.083,68.07192982456141,27192.1715032517
http://localhost:9393/streams/deployments/manifest/necessary/34584,0,8,9,10,10,12,14,16,18,31,8.374,67.88666666666667,4308.672956169263
http://localhost:9393/streams/deployments/history/executive,0,10,11,12,12,14,16,18,20,48,10.438,68.01081081081081,2845.6958362183
http://localhost:9393/streams/definitions/onto,0,4,4,5,5,6,7,9,10,16,4.15,68.18666666666667,8509.385190413976
